Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status,return ,preturn ,year,month
T25699,2024-05-21,C1662,Laptop,8.0,524.3066615827773,PayPal ,Failed,True,False,2024,5
T25701,2021-11-05,C1686,tablet,8.0,524.3066615827773,PayPal,Completed,False,False,2021,11
T25704,2022-07-29,C2248,Coffee,8.0,372.57,Credit Card,Completed,False,True,2022,7
T25706,2024-04-11,C1625,smartphone,5.0,492.908249962264,PayPal ,Completed,False,False,2024,4
T25710,2020-10-31,C3818,tablet,181.0,524.3066615827773,PayPal ,complete,False,False,2020,10
T25716,2024-03-23,C4543,Laptop,9.0,993.0645588362204,Credit Card,completed,True,True,2024,3
T25718,2020-11-25,C3703,tablet,6.0,84.5681804778817,Credit Card,Failed,False,True,2020,11
T25721,2022-09-19,C3977,Laptop,9.0,524.3066615827773,Credit Card,Completed,False,False,2022,9
T25723,2023-02-10,C3609,Laptop,3.0,524.3066615827773,PayPal ,complete,True,False,2023,2
T25726,2020-03-29,C2276,Coffee,410.0,651.5062614481456,Cash,completed,False,True,2020,3
T25727,2024-12-26,C3505,Laptop,9.0,232.28753216666837,Cash,unkown,True,False,2024,12
T25730,2022-06-15,C1578,Coffee,8.0,524.3066615827773,Credit Card,Completed,False,False,2022,6
T25733,2020-09-20,C2818,tablet,756.0,524.3066615827773,Cash,completed,False,False,2020,9
T25735,2022-09-14,C3987,tablet,273.0,252.87,PayPal,completed,False,False,2022,9
T25737,2023-01-29,C2759,Coffee,2.0,524.3066615827773,PayPal ,complete,True,False,2023,1
T25740,2020-09-15,C3491,Laptop,2.0,581.7467634328461,Credit Card,completed,True,True,2020,9
T25741,2022-02-01,C2763,tablet,283.0,938.391109922146,Credit Card,Completed,False,True,2022,2
T25742,2023-10-14,C056,Headphones,4.0,763.5172720861356,Credit Card,unkown,True,False,2023,10
T25756,2021-12-02,C607,Laptop,753.0,734.2389016737652,Credit Card,completed,False,True,2021,12
T25759,2023-07-15,C3405,Laptop,4.0,427.4509923087618,PayPal,completed,True,False,2023,7
T25763,2020-07-07,C083,Headphones,8.0,698.7974741157682,Cash,complete,False,True,2020,7
T25771,2022-07-13,C3966,smartphone,582.0,524.3066615827773,PayPal ,completed,False,False,2022,7
T25772,2020-08-27,C3305,smartphone,8.0,214.8018922956384,PayPal,Failed,False,True,2020,8
T25776,2022-12-16,C397,smartphone,515.0,171.02641682904664,PayPal,Failed,False,True,2022,12
T25782,2024-04-28,C4081,Laptop,2.0,524.3066615827773,PayPal ,complete,False,False,2024,4
T25784,2020-04-24,C4346,Coffee,706.0,524.3066615827773,PayPal,complete,False,False,2020,4
T25788,2022-01-03,C185,Headphones,9.0,444.9769068832076,Cash,Failed,True,False,2022,1
T25789,2023-02-08,C4233,Coffee,7.0,166.43004756585168,Credit Card,Completed,False,False,2023,2
T25791,2024-06-21,C3809,smartphone,334.0,735.9699617434428,PayPal,complete,False,True,2024,6
T25793,2024-03-10,C1965,Headphones,684.0,906.8269062416724,Credit Card,completed,False,False,2024,3
T25795,2022-05-12,C3103,Headphones,3.0,524.3066615827773,Credit Card,Failed,False,False,2022,5
T25796,2022-08-22,C1555,tablet,8.0,524.3066615827773,PayPal ,completed,False,False,2022,8
T25805,2024-03-19,C4948,Headphones,596.0,761.4747011267882,Cash,Failed,False,True,2024,3
T25812,2024-01-17,C3864,Headphones,5.0,650.9194070164166,PayPal,Failed,False,False,2024,1
T25819,2021-03-15,C2614,Headphones,8.0,903.5468780044844,PayPal ,unkown,False,True,2021,3
T25820,2024-09-21,C4132,Laptop,256.0,87.0510223798309,PayPal,complete,False,True,2024,9
T25821,2024-06-28,C2972,smartphone,8.0,524.3066615827773,PayPal,complete,False,False,2024,6
T25828,2025-01-09,C2698,Headphones,6.0,500.3908951910845,Credit Card,complete,False,False,2025,1
T25830,2021-09-28,C010,Laptop,1.0,255.8888927841921,Cash,complete,False,False,2021,9
T25832,2021-12-09,C508,smartphone,399.0,819.8158461593124,PayPal,unkown,False,False,2021,12
T25833,2020-02-04,C4326,tablet,304.0,729.7514314348768,PayPal,complete,False,True,2020,2
T25835,2020-07-16,C4915,tablet,5.0,518.7307275063094,Credit Card,Completed,True,False,2020,7
T25843,2022-08-26,C3393,Headphones,7.0,524.3066615827773,PayPal ,complete,True,False,2022,8
T25847,2023-07-17,C887,Laptop,7.0,524.3066615827773,Credit Card,Failed,True,False,2023,7
T25849,2022-07-22,C3406,smartphone,9.0,547.4958237630125,Credit Card,Completed,True,False,2022,7
T25854,2021-11-24,C3456,Laptop,8.0,223.61577379795668,Credit Card,Completed,False,False,2021,11
T25860,2021-03-31,C4054,Coffee,360.0,524.3066615827773,PayPal,Pending,False,False,2021,3
T25862,2020-10-25,C3438,smartphone,1.0,624.2289102638,PayPal ,Failed,True,True,2020,10
T25865,2023-07-28,C2628,Coffee,3.0,524.3066615827773,Credit Card,Pending,False,False,2023,7
T25867,2021-01-05,C1602,Headphones,950.0,681.3576553542857,Credit Card,completed,False,True,2021,1
T25870,2024-06-29,C634,tablet,8.0,613.3557581321274,PayPal,unkown,True,True,2024,6
T25874,2020-07-14,C1014,tablet,392.0,524.3066615827773,Credit Card,unkown,False,False,2020,7
T25879,2020-02-14,C088,smartphone,3.0,588.7474537407031,Credit Card,Completed,False,False,2020,2
T25880,2020-09-15,C868,Laptop,143.0,614.0391728280442,Credit Card,unkown,False,True,2020,9
T25885,2023-06-27,C4170,tablet,523.0,941.838366722898,Credit Card,completed,False,True,2023,6
T25887,2020-03-23,C3071,Laptop,1.0,524.3066615827773,Credit Card,Failed,False,False,2020,3
T25891,2022-12-11,C2309,Laptop,3.0,524.3066615827773,Credit Card,Pending,True,False,2022,12
T25892,2021-07-09,C4086,Laptop,518.0,524.3066615827773,PayPal,Completed,False,False,2021,7
T25895,2023-10-28,C4316,Laptop,6.0,524.3066615827773,PayPal ,Failed,True,False,2023,10
T25898,2021-02-10,C3744,tablet,803.0,695.3227646777436,PayPal,Completed,False,False,2021,2
T25901,2023-12-18,C1729,tablet,612.0,746.8726483048983,PayPal,Completed,False,False,2023,12
T25902,2024-02-26,C495,Laptop,7.0,524.3066615827773,Credit Card,completed,False,False,2024,2
T25904,2020-07-24,C4761,Headphones,2.0,855.8003933974851,Credit Card,Failed,False,False,2020,7
T25905,2021-12-09,C2621,Coffee,9.0,255.5493075456858,Credit Card,complete,False,True,2021,12
T25909,2025-01-12,C4980,Headphones,8.0,524.3066615827773,PayPal,Failed,False,False,2025,1
T25913,2023-11-06,C1027,Coffee,173.0,116.34869347441976,PayPal,completed,False,True,2023,11
T25919,2020-01-01,C3308,Coffee,939.0,524.3066615827773,PayPal,complete,False,False,2020,1
T25922,2021-12-09,C3310,Headphones,4.0,603.12,PayPal,completed,False,False,2021,12
T25925,2023-12-29,C481,Laptop,7.0,982.776424099731,PayPal,unkown,False,False,2023,12
T25927,2024-05-18,C1165,tablet,3.0,856.7349688729606,PayPal,complete,True,False,2024,5
T25929,2024-07-01,C4093,Coffee,883.0,961.91,Credit Card,unkown,False,False,2024,7
T25932,2024-02-15,C2913,Coffee,290.0,97.73435013098548,PayPal,complete,False,True,2024,2
T25933,2022-10-05,C1590,Coffee,7.0,250.34,PayPal ,complete,True,False,2022,10
T25934,2022-05-11,C893,tablet,107.0,116.6982433287568,Credit Card,Pending,False,False,2022,5
T25935,2023-03-29,C3590,smartphone,268.0,380.0710310558783,PayPal,unkown,False,True,2023,3
T25940,2022-06-16,C4415,Laptop,7.0,768.2049437461478,Credit Card,Pending,True,False,2022,6
T25942,2020-04-09,C3329,smartphone,10.0,556.95,PayPal ,Failed,True,True,2020,4
T25944,2023-02-12,C2367,smartphone,7.0,499.7830825510128,Credit Card,Completed,True,True,2023,2
T25945,2021-08-04,C408,Laptop,6.0,524.3066615827773,PayPal ,unkown,True,False,2021,8
T25948,2023-10-14,C460,Coffee,910.0,149.08176945493506,Credit Card,unkown,False,True,2023,10
T25954,2022-12-17,C4491,tablet,8.0,524.3066615827773,PayPal,unkown,False,False,2022,12
T25956,2022-09-07,C1593,tablet,884.0,357.6094169364434,PayPal,completed,False,True,2022,9
T25958,2024-09-05,C4516,Laptop,8.0,160.00657019933055,Cash,complete,True,True,2024,9
T25960,2023-04-28,C509,Headphones,437.0,524.3066615827773,Credit Card,Pending,False,False,2023,4
T25961,2023-07-07,C2450,Laptop,276.0,985.8226476062304,Credit Card,Pending,False,True,2023,7
T25962,2023-06-06,C318,Laptop,604.0,524.3066615827773,PayPal,completed,False,False,2023,6
T25968,2021-11-10,C4104,smartphone,4.0,72.61,Credit Card,unkown,True,True,2021,11
T25974,2024-09-08,C771,smartphone,8.0,909.16,PayPal ,unkown,False,True,2024,9
T25976,2023-01-19,C3705,Headphones,1.0,959.6188918809788,PayPal,unkown,False,False,2023,1
T25979,2022-10-21,C2159,Headphones,5.0,874.1561328622425,PayPal ,Failed,False,False,2022,10
T25984,2021-09-16,C151,Coffee,10.0,92.72142023582308,PayPal,unkown,False,False,2021,9
T25988,2022-11-10,C4301,smartphone,881.0,975.6942355900884,Credit Card,unkown,False,False,2022,11
T25995,2024-01-29,C3237,Coffee,10.0,201.4508429278427,Credit Card,Completed,True,True,2024,1
T25996,2022-01-17,C4675,smartphone,4.0,634.3797244364229,Credit Card,Completed,True,False,2022,1
T26001,2024-01-20,C677,Headphones,1.0,824.3122853360684,PayPal,unkown,False,False,2024,1
T26004,2023-11-23,C3242,Laptop,2.0,524.3066615827773,Credit Card,Failed,True,False,2023,11
T26005,2022-05-21,C661,tablet,1.0,793.89,Credit Card,Failed,False,True,2022,5
T26007,2023-11-05,C3105,tablet,696.0,524.3066615827773,Credit Card,completed,False,False,2023,11
T26010,2021-07-30,C613,tablet,3.0,317.92441139506104,Credit Card,Completed,False,True,2021,7
T26015,2023-01-12,C960,Headphones,4.0,524.3066615827773,Credit Card,Pending,True,False,2023,1
T26018,2024-01-18,C182,tablet,4.0,82.01721004854198,Credit Card,completed,False,False,2024,1
T26022,2023-10-31,C4131,Coffee,5.0,968.6219612893026,Credit Card,completed,True,True,2023,10
T26030,2024-03-12,C1263,Coffee,7.0,222.9133786517056,Credit Card,completed,True,True,2024,3
T26034,2023-09-07,C787,Coffee,383.0,697.3165032395818,Credit Card,complete,False,False,2023,9
T26036,2020-09-07,C2446,tablet,5.0,114.69118534248535,Credit Card,complete,True,True,2020,9
T26037,2023-11-22,C1987,Headphones,684.0,877.9904499473452,PayPal,complete,False,True,2023,11
T26044,2022-03-28,C2617,Headphones,8.0,524.3066615827773,Cash,unkown,False,False,2022,3
T26046,2022-02-01,C1196,smartphone,10.0,524.3066615827773,Cash,completed,True,False,2022,2
T26051,2024-07-04,C547,tablet,460.0,524.3066615827773,PayPal ,Pending,False,False,2024,7
T26053,2023-02-18,C2180,Laptop,2.0,550.8009559153322,PayPal,Pending,True,False,2023,2
T26060,2024-01-05,C3805,Headphones,7.0,593.3465910184973,PayPal ,Failed,True,True,2024,1
T26069,2022-10-10,C260,Headphones,1.0,524.3066615827773,Credit Card,Failed,True,False,2022,10
T26070,2020-02-07,C3554,tablet,5.0,524.3066615827773,Credit Card,complete,True,False,2020,2
T26072,2020-03-28,C4650,Laptop,720.0,524.3066615827773,Credit Card,complete,False,False,2020,3
T26073,2023-03-13,C3123,smartphone,8.0,315.43872168179814,Credit Card,unkown,False,True,2023,3
T26077,2022-05-22,C3639,smartphone,5.0,524.3066615827773,PayPal,unkown,True,False,2022,5
T26080,2025-01-17,C224,Laptop,300.0,429.2943812930902,Cash,unkown,False,False,2025,1
T26081,2020-07-08,C2282,Headphones,776.0,524.3066615827773,Credit Card,completed,False,False,2020,7
T26083,2024-05-22,C2484,Laptop,4.0,87.05024718946265,PayPal,Completed,False,True,2024,5
T26084,2021-08-29,C1396,Headphones,3.0,644.66,PayPal,complete,True,False,2021,8
T26088,2023-08-01,C118,Headphones,7.0,524.3066615827773,Credit Card,complete,False,False,2023,8
T26090,2021-06-19,C3112,tablet,491.0,524.3066615827773,Cash,complete,False,False,2021,6
T26092,2024-04-30,C3162,Coffee,907.0,267.69993105407514,Credit Card,complete,False,False,2024,4
T26093,2021-04-08,C3583,smartphone,8.0,680.2205377089626,Cash,Pending,True,True,2021,4
T26113,2024-04-04,C3007,Headphones,2.0,401.72996488119327,PayPal,Pending,True,True,2024,4
T26119,2022-12-17,C4321,smartphone,5.0,227.48627256132136,PayPal,Pending,False,True,2022,12
T26126,2023-09-08,C1565,Headphones,10.0,590.2263253164155,Credit Card,Pending,True,False,2023,9
T26130,2022-04-01,C1162,tablet,6.0,591.0376309204732,PayPal,completed,True,True,2022,4
T26131,2022-05-08,C972,tablet,232.0,524.3066615827773,Credit Card,Failed,False,False,2022,5
T26135,2021-09-27,C2225,Laptop,4.0,524.3066615827773,Cash,Pending,False,False,2021,9
T26139,2022-01-19,C3924,tablet,727.0,437.0656543612562,Cash,Completed,False,True,2022,1
T26143,2024-02-04,C4234,Coffee,503.0,524.3066615827773,Credit Card,Completed,False,False,2024,2
T26149,2022-06-01,C3910,Coffee,9.0,524.3066615827773,Cash,unkown,True,False,2022,6
T26151,2022-01-27,C3555,tablet,1.0,816.9245268716656,Credit Card,complete,True,False,2022,1
T26155,2020-03-10,C1403,smartphone,4.0,524.3066615827773,Credit Card,completed,False,False,2020,3
T26160,2024-02-13,C1074,Coffee,6.0,524.3066615827773,PayPal ,completed,False,False,2024,2
T26161,2020-01-13,C2811,smartphone,8.0,655.9608718069748,Credit Card,completed,False,False,2020,1
T26163,2024-08-20,C705,tablet,5.0,394.6211266396825,Cash,Completed,True,False,2024,8
T26165,2023-06-02,C3049,tablet,197.0,523.0138450774648,Credit Card,Failed,False,False,2023,6
T26166,2023-09-10,C1435,smartphone,9.0,253.11903970047325,PayPal,completed,False,False,2023,9
T26168,2022-12-18,C660,Coffee,770.0,348.7705545602646,PayPal,Failed,False,True,2022,12
T26173,2024-12-12,C3918,Coffee,544.0,524.3066615827773,PayPal,unkown,False,False,2024,12
T26181,2023-08-21,C2485,tablet,5.0,524.3066615827773,PayPal,complete,False,False,2023,8
T26188,2021-11-13,C463,tablet,112.0,813.4996680658398,Credit Card,unkown,False,False,2021,11
T26189,2022-02-11,C161,Headphones,3.0,302.5883501957779,PayPal ,completed,False,False,2022,2
T26190,2020-07-21,C3867,Laptop,831.0,524.3066615827773,Credit Card,Pending,False,False,2020,7
T26205,2021-03-11,C3682,smartphone,338.0,755.7674858113185,Credit Card,completed,False,False,2021,3
T26212,2024-06-19,C832,Laptop,8.0,131.65779077517024,Cash,complete,False,False,2024,6
T26222,2022-10-21,C2778,Coffee,5.0,706.6090501804584,PayPal,completed,False,False,2022,10
T26224,2023-01-09,C3131,tablet,8.0,462.7081109478981,Cash,completed,True,True,2023,1
T26230,2020-12-15,C2443,smartphone,4.0,524.3066615827773,PayPal,complete,False,False,2020,12
T26231,2020-12-02,C4545,Laptop,916.0,156.80008986029327,PayPal ,Completed,False,False,2020,12
T26232,2024-10-24,C4636,tablet,7.0,524.3066615827773,Credit Card,Pending,False,False,2024,10
T26235,2020-02-10,C4317,Coffee,5.0,524.3066615827773,PayPal,complete,False,False,2020,2
T26236,2020-09-05,C4153,smartphone,987.0,515.21,PayPal,Pending,False,False,2020,9
T26238,2020-12-12,C4653,Laptop,6.0,524.3066615827773,Credit Card,Pending,True,False,2020,12
T26244,2020-02-06,C3986,Laptop,8.0,390.9439714330566,PayPal ,Completed,True,False,2020,2
T26246,2022-09-20,C1533,Laptop,402.0,426.8082915311813,Credit Card,Failed,False,True,2022,9
T26247,2024-02-02,C4164,Coffee,9.0,898.104713352242,PayPal ,Failed,True,False,2024,2
T26250,2020-12-26,C2755,Laptop,8.0,524.3066615827773,Credit Card,unkown,False,False,2020,12
T26259,2023-04-27,C2798,Coffee,8.0,939.7659431365784,Credit Card,complete,False,False,2023,4
T26260,2023-08-23,C457,smartphone,9.0,492.2365645668607,Cash,unkown,False,True,2023,8
T26263,2024-04-23,C2665,tablet,8.0,117.10809124580987,Cash,Completed,False,True,2024,4
T26266,2022-08-29,C4995,Coffee,6.0,524.3066615827773,Credit Card,Completed,False,False,2022,8
T26267,2021-03-12,C1519,Headphones,9.0,524.3066615827773,Cash,Failed,False,False,2021,3
T26268,2021-12-23,C2388,smartphone,956.0,486.8970578723454,Cash,unkown,False,True,2021,12
T26271,2024-10-04,C573,smartphone,3.0,119.16610511159251,Cash,Failed,True,False,2024,10
T26273,2023-04-16,C3110,tablet,9.0,193.321622414437,PayPal,Pending,False,False,2023,4
T26274,2021-02-19,C4393,Laptop,863.0,524.3066615827773,PayPal ,completed,False,False,2021,2
T26277,2023-04-19,C181,tablet,9.0,524.3066615827773,PayPal,unkown,False,False,2023,4
T26279,2021-08-02,C3212,tablet,4.0,58.91030425233036,PayPal,Failed,False,False,2021,8
T26280,2023-09-01,C2318,Coffee,1.0,217.01195719771545,PayPal ,Pending,True,True,2023,9
T26289,2022-03-29,C1470,Laptop,1.0,524.3066615827773,Credit Card,complete,False,False,2022,3
T26291,2022-11-04,C4371,smartphone,5.0,339.6788448682688,PayPal,Failed,False,True,2022,11
T32207,2022-12-10,C1841,tablet,2.0,524.3066615827773,Credit Card,unkown,False,False,2022,12
T26294,2020-04-20,C2765,tablet,457.0,524.3066615827773,Credit Card,completed,False,False,2020,4
T26304,2021-04-12,C1104,Coffee,8.0,363.62039720399497,PayPal,Failed,False,False,2021,4
T26309,2023-05-30,C1224,smartphone,853.0,183.4230954076636,Cash,Pending,False,True,2023,5
T26312,2021-04-04,C2847,Coffee,6.0,756.1731873580263,PayPal,complete,True,True,2021,4
T26314,2022-11-20,C382,tablet,2.0,827.4780038457885,Credit Card,completed,True,True,2022,11
T26316,2021-05-14,C4051,tablet,418.0,112.48725797809266,Credit Card,unkown,False,True,2021,5
T26317,2021-11-09,C3827,tablet,5.0,493.0720445814884,Credit Card,Completed,False,True,2021,11
T26318,2020-05-11,C1724,smartphone,610.0,524.3066615827773,PayPal ,Completed,False,False,2020,5
T26320,2022-01-25,C4665,smartphone,4.0,233.8509183713896,Credit Card,unkown,True,False,2022,1
T26321,2020-08-10,C1067,smartphone,6.0,143.62112175479243,Credit Card,complete,True,False,2020,8
T26322,2020-10-31,C308,Laptop,6.0,777.4150766431775,PayPal,completed,True,False,2020,10
T26323,2023-05-10,C3046,Headphones,2.0,72.59212682121449,PayPal ,completed,False,True,2023,5
T26326,2020-06-22,C4576,tablet,4.0,882.0822544364897,PayPal,unkown,False,False,2020,6
T26327,2020-11-28,C4417,Headphones,2.0,683.82,PayPal ,Pending,True,True,2020,11
T26328,2021-12-04,C1015,Laptop,8.0,526.0683289326628,Credit Card,Failed,False,True,2021,12
T26338,2024-10-03,C4090,smartphone,493.0,690.2075622610099,Credit Card,complete,False,False,2024,10
T26346,2022-06-30,C741,Coffee,204.0,473.9084383400673,PayPal ,Failed,False,False,2022,6
T26350,2021-09-15,C721,tablet,9.0,524.3066615827773,Credit Card,complete,True,False,2021,9
T26351,2023-09-21,C2894,Coffee,3.0,249.6856009507881,Credit Card,Pending,True,False,2023,9
T26352,2023-12-31,C3358,tablet,7.0,569.1938060004727,Credit Card,completed,False,True,2023,12
T26354,2024-01-25,C2516,tablet,9.0,524.3066615827773,PayPal,Completed,True,False,2024,1
T26361,2023-09-06,C3880,Coffee,170.0,530.7324203818127,Credit Card,completed,False,False,2023,9
T26364,2024-09-22,C4603,Laptop,313.0,243.6591537035401,Cash,Failed,False,False,2024,9
T26366,2022-01-27,C1039,tablet,6.0,524.3066615827773,PayPal,unkown,False,False,2022,1
T26367,2023-03-02,C4817,smartphone,8.0,524.3066615827773,Credit Card,completed,False,False,2023,3
T26369,2020-11-26,C347,Coffee,7.0,577.7496772540724,Credit Card,unkown,False,True,2020,11
T26370,2023-08-01,C3011,Coffee,461.0,524.3066615827773,Credit Card,complete,False,False,2023,8
T26375,2020-06-30,C3950,tablet,282.0,524.3066615827773,Credit Card,unkown,False,False,2020,6
T26376,2024-09-15,C3576,smartphone,7.0,524.3066615827773,Credit Card,completed,False,False,2024,9
T26377,2022-07-09,C2604,tablet,8.0,439.4253292150161,Cash,complete,False,False,2022,7
T26383,2023-07-24,C4870,tablet,1.0,612.833086457169,PayPal,Completed,False,False,2023,7
T26387,2022-09-21,C356,smartphone,2.0,341.9325440857525,Credit Card,Pending,True,True,2022,9
T26392,2024-02-02,C1372,tablet,1.0,144.30028355605816,PayPal ,unkown,False,False,2024,2
T26395,2020-01-22,C710,Headphones,419.0,655.68,Credit Card,Completed,False,False,2020,1
T26399,2021-11-07,C1956,Laptop,5.0,245.837161165646,Credit Card,Completed,True,True,2021,11
T26405,2021-05-02,C1422,Headphones,1.0,935.9438450796604,PayPal,Completed,False,True,2021,5
T26406,2020-04-18,C3756,smartphone,1.0,479.2543607145848,PayPal,unkown,True,False,2020,4
T26407,2020-10-30,C3776,tablet,3.0,524.3066615827773,Cash,Pending,False,False,2020,10
T26414,2024-10-20,C410,Coffee,465.0,960.2940904860744,Credit Card,Failed,False,True,2024,10
T26422,2022-05-08,C1941,smartphone,10.0,524.3066615827773,PayPal ,Completed,False,False,2022,5
T26424,2023-12-27,C1788,smartphone,3.0,648.9660040754972,Credit Card,Failed,True,False,2023,12
T26425,2023-02-24,C4416,Coffee,2.0,524.3066615827773,PayPal,Completed,True,False,2023,2
T26426,2021-07-20,C3936,Headphones,8.0,596.1190303440831,Credit Card,complete,False,True,2021,7
T26427,2024-05-28,C4075,Headphones,819.0,106.81,Credit Card,unkown,False,False,2024,5
T26429,2022-09-14,C2751,Laptop,389.0,817.4239910761257,PayPal,Pending,False,False,2022,9
T26430,2020-12-05,C2185,Coffee,618.0,777.645695424918,Credit Card,completed,False,False,2020,12
T26436,2021-03-22,C3391,smartphone,1.0,834.781764183645,PayPal ,completed,True,False,2021,3
T26438,2021-07-03,C4895,smartphone,2.0,986.990479652752,Credit Card,unkown,True,True,2021,7
T26450,2023-06-10,C3266,smartphone,367.0,276.5075984247212,Cash,completed,False,True,2023,6
T26451,2021-01-18,C4441,tablet,5.0,280.21,PayPal,Completed,True,True,2021,1
T26452,2022-10-10,C154,smartphone,4.0,524.3066615827773,Credit Card,Pending,True,False,2022,10
T26453,2022-11-25,C1325,tablet,185.0,415.0803179741738,Credit Card,Completed,False,True,2022,11
T26458,2020-02-28,C3000,tablet,1.0,457.4592180416721,PayPal,complete,False,True,2020,2
T26461,2021-12-09,C2981,Laptop,4.0,72.00933106490857,Credit Card,Failed,False,True,2021,12
T26470,2020-07-24,C977,tablet,715.0,524.3066615827773,PayPal,completed,False,False,2020,7
T26476,2021-12-28,C1785,Coffee,8.0,524.3066615827773,Credit Card,completed,False,False,2021,12
T26479,2023-06-28,C1810,tablet,5.0,524.3066615827773,Cash,completed,True,False,2023,6
T26480,2020-10-05,C2272,Headphones,10.0,524.3066615827773,Credit Card,Completed,True,False,2020,10
T26484,2022-10-07,C1422,tablet,2.0,814.4503045591348,Credit Card,complete,False,False,2022,10
T26485,2024-10-22,C774,Laptop,7.0,524.3066615827773,PayPal,completed,True,False,2024,10
T26486,2020-10-18,C1843,tablet,7.0,891.7389824239162,PayPal,Failed,False,False,2020,10
T26489,2021-02-24,C1217,smartphone,144.0,524.3066615827773,Credit Card,Pending,False,False,2021,2
T26491,2023-02-10,C3887,Coffee,623.0,513.440415034926,Cash,Completed,False,True,2023,2
T26494,2023-05-20,C4426,Laptop,2.0,524.3066615827773,PayPal,Completed,False,False,2023,5
T26495,2023-11-19,C304,tablet,901.0,524.3066615827773,Credit Card,completed,False,False,2023,11
T26497,2024-02-08,C4999,smartphone,541.0,209.12087779885692,PayPal ,Failed,False,False,2024,2
T50161,2022-10-10,C4914,Coffee,3.0,123.06340251112238,Credit Card,completed,True,False,2022,10
T26500,2025-01-31,C1636,smartphone,6.0,810.6636918640039,PayPal,complete,False,False,2025,1
T26504,2021-04-12,C2714,Laptop,9.0,511.6345162602406,PayPal,completed,True,False,2021,4
T26508,2022-12-15,C3836,Coffee,638.0,524.3066615827773,Cash,completed,False,False,2022,12
T26510,2020-04-27,C4566,Coffee,4.0,861.9713606447174,Credit Card,completed,True,False,2020,4
T26511,2021-02-20,C3171,Laptop,8.0,524.3066615827773,Credit Card,completed,False,False,2021,2
T26513,2023-02-16,C1293,tablet,802.0,82.21,Credit Card,Completed,False,False,2023,2
T26515,2020-10-02,C030,tablet,2.0,454.0708244138872,PayPal,completed,False,True,2020,10
T26517,2023-04-13,C2613,Laptop,1.0,642.41,PayPal,unkown,False,True,2023,4
T26519,2021-09-07,C1077,tablet,1.0,326.4093318650872,PayPal ,Pending,True,True,2021,9
T26523,2024-11-04,C1953,smartphone,2.0,524.3066615827773,Cash,Failed,False,False,2024,11
T26526,2024-07-15,C3161,Headphones,2.0,106.83071535352164,Credit Card,unkown,False,False,2024,7
T26527,2022-05-04,C933,Headphones,3.0,524.3066615827773,PayPal ,Completed,True,False,2022,5
T26530,2024-03-15,C105,smartphone,9.0,524.3066615827773,Credit Card,Completed,True,False,2024,3
T26534,2024-08-01,C255,Laptop,7.0,524.3066615827773,Credit Card,completed,False,False,2024,8
T26537,2022-01-26,C3824,tablet,159.0,225.1342326344187,Credit Card,Completed,False,True,2022,1
T26538,2022-03-21,C2207,Coffee,690.0,79.12,Credit Card,complete,False,True,2022,3
T26539,2020-02-18,C170,Headphones,747.0,939.1333499045091,Cash,completed,False,False,2020,2
T26542,2021-03-24,C3544,Coffee,10.0,524.3066615827773,Cash,Completed,True,False,2021,3
T26544,2022-10-22,C2306,tablet,658.0,524.3066615827773,PayPal,Failed,False,False,2022,10
T26546,2024-03-24,C4097,smartphone,972.0,524.3066615827773,Cash,Completed,False,False,2024,3
T26551,2022-11-07,C3993,Laptop,3.0,876.5574453396694,Credit Card,Completed,False,False,2022,11
T26555,2022-01-03,C2042,tablet,3.0,743.3651215505679,Credit Card,Completed,False,False,2022,1
T26561,2022-10-10,C2272,Headphones,10.0,648.2941439145026,Credit Card,Completed,False,False,2022,10
T26574,2021-02-20,C374,Laptop,8.0,719.1586316303666,Cash,Failed,True,False,2021,2
T26577,2024-12-14,C546,Laptop,696.0,524.3066615827773,PayPal,complete,False,False,2024,12
T26585,2023-04-05,C4635,smartphone,10.0,524.3066615827773,Credit Card,Pending,False,False,2023,4
T26586,2024-08-18,C4342,Headphones,6.0,524.3066615827773,PayPal,Pending,False,False,2024,8
T26608,2022-06-30,C639,Headphones,864.0,487.5347143688074,Cash,unkown,False,False,2022,6
T26617,2023-01-21,C388,Laptop,330.0,524.3066615827773,Cash,completed,False,False,2023,1
T26619,2024-07-10,C3004,Headphones,400.0,259.7636972057943,PayPal,Completed,False,True,2024,7
T26621,2024-05-31,C1183,Headphones,9.0,544.734230093794,Credit Card,unkown,False,False,2024,5
T26622,2020-01-22,C1268,Laptop,655.0,894.7551909703956,Credit Card,unkown,False,True,2020,1
T26624,2022-06-28,C4787,Coffee,615.0,528.7066515485376,PayPal,Failed,False,False,2022,6
T26629,2025-01-17,C4460,Coffee,5.0,99.11915130190584,Credit Card,Completed,True,True,2025,1
T26631,2020-07-18,C128,Coffee,455.0,524.3066615827773,PayPal,complete,False,False,2020,7
T26632,2024-12-23,C197,smartphone,854.0,524.3066615827773,Cash,Failed,False,False,2024,12
T26634,2022-05-29,C2857,Laptop,9.0,659.1789996954765,PayPal ,Pending,False,True,2022,5
T26643,2023-03-07,C2457,tablet,7.0,524.3066615827773,Cash,Failed,False,False,2023,3
T26645,2024-12-11,C3259,Coffee,8.0,142.6019496941634,PayPal ,completed,False,True,2024,12
T26646,2024-01-22,C4398,Coffee,9.0,929.4441059386592,Credit Card,unkown,False,False,2024,1
